40001|1|1|5|Ποιo όχημα είναι επιβατικό;|0|GA-1|A01
40777|1|27|5|Επιτρέπεται να κάνεις πίσω στη Λωρίδα Έκτακτης Ανάγκης για να βγεις από τον αυτοκινητόδρομο;|Q777|GA-777|A 777
40778|1|28|5|Σε ποια φωτογραφία ο οδηγός έχει σταματήσει σωστά στη Λωρίδα Έκτακτης Ανάγκης;|0|GA-778|A 778
40779|1|29|5|Τη νύχτα μέσα σε φωτισμένη πόλη οδηγείς με τα μεγάλα φώτα;|Q779|GA-779|A 779
40780|1|30|5|Έξω από την πόλη μπορείς να χρησιμοποιείς τα μεγάλα φώτα τη νύχτα;|Q780|GA-780|A 780
40781|1|25|5|Ο οδηγός μπροστά σου έχει ανάψει τα μεσαία φώτα μέσα στο τούνελ. Είναι σωστό;|Q781|GA-781|A 781
40782|1|26|5|Ο οδηγός του μπροστινού οχήματος κάνει παράβαση γιατί δεν ανάβει τα μεσαία φώτα μπαίνοντας στο τούνελ;|Q782|GA-782|A 782
40783|1|27|5|Όταν σε χτυπήσει απότομα πλευρικά αέρας πρέπει να αφήσεις το γκάζι;|Q783|GA-783|A 783
40784|1|28|5|Όταν χιονίζει, για να σταματήσεις το αυτοκίνητο πρέπει να πατήσεις με δύναμη το φρένο;|Q784|GA-784|A 784
40785|1|29|5|Όταν χιονίζει ή έχει πάγο και πατήσεις φρένο, τα λάστιχα γαντζώνουν καλύτερα και το αυτοκίνητο σταματάει πιο γρήγορα;|Q785|GA-785|A 785
40786|1|30|5|Όταν χιονίζει ή έχει πάγο πρέπει να κόβεις ταχύτητα και να πατάς σιγά-σιγά το φρένο;|Q786|GA-786|A 786
40787|1|25|5|Σε κατηφόρα στο βουνό μπορείς να σβήσεις τον κινητήρα για να μην καις βενζίνη;|Q787|GA-787|A 787
40788|1|26|5|Σε κατηφόρα στο βουνό μπορείς να πατάς το συμπλέκτη για να πηγαίνεις πιο γρήγορα;|Q788|GA-788|A 788
40789|1|27|5|Σε κατηφόρα με στροφές πρέπει να σβήσεις τον κινητήρα γιατί έτσι πας πιο γρήγορα;|Q789|GA-789|A 789
40790|1|28|5|Σε κατηφόρα αν θέλεις να ασφαλίσεις το αυτοκίνητό σου εκτός από το χειρόφρενο βάζεις και την 1η ταχύτητα;|Q790|GA-790|A 790
40791|1|29|5|Σε κατηφόρα αν θέλεις να ασφαλίσεις το αυτοκίνητό σου εκτός από το χειρόφρενο βάζεις και την όπισθεν;|Q791|GA-791|A 791
40792|1|30|5|Αν νιώθεις κουρασμένος ενώ οδηγείς πρέπει να σταματήσεις όσο γίνεται γρηγορότερα για να ξεκουραστείς;|Q792|GA-792|A 792
40793|1|25|5|Αν προκαλέσεις ένα ατύχημα, μπορείς να φύγεις γιατί οι άλλοι οδηγοί θα φροντίσουν τους τραυματίες;|Q793|GA-793|A 793
40794|1|26|5|Σε περίπτωση που τρακάρεις μ’ άλλο αυτοκίνητο προκαλώντας μόνο υλικές ζημιές μπορείς να καλέσεις την Τροχαία και να συμπληρώσεις τη φιλική δήλωση;|Q794|GA-794|A 794
40795|1|27|5|Αν πάθεις κάποιο ατύχημα παίρνεις από κινητό τον αριθμό 112;|Q795|GA-795|A 795
40796|1|28|5|Αν θέλεις να κάνεις οικονομία στη βενζίνη πρέπει να φορτώνεις την οροφή του αυτοκινήτου;|Q796|GA-796|A 796
40797|1|29|5|Τα λάστιχα πρέπει να τα αλλάζεις κάθε 3 ή 4 χρόνια;|Q797|GA-797|A 797
40798|1|30|5|Τα λάστιχα πρέπει να τα αλλάζεις κάθε 30.000 ή 40.000 χλμ;|Q798|GA-798|A 798
40799|1|25|5|Μπορείς να αλλάξεις τα λάστιχα και να βάλεις ό,τι σου πει ο τεχνίτης στο βουλκανιζατέρ;|Q799|GA-799|A 799
40800|1|26|5|Όταν αλλάζεις λάστιχα, βάζεις μόνο αυτά που γράφει το βιβλιαράκι του αυτοκινήτου;|Q800|GA-800|A 800
40801|1|27|5|Όταν αυξηθεί η θερμοκρασία στη μηχανή σημαίνει ότι δεν υπάρχει υγρό στο ψυγείο;|Q801|GA-801|A 801
40802|1|28|5|Όταν αυξηθεί η θερμοκρασία του κινητήρα μπορεί να μην έχεις λάδια στο κάρτερ;|Q802|GA-802|A 802
40803|1|29|5|Όταν τα λάστιχα είναι φουσκωμένα σωστά καις λιγότερη βενζίνη;|Q803|GA-803|A 803
40804|1|30|5|Θα κάψεις λιγότερη βενζίνη αν δεν ξεκινάς και δεν φρενάρεις απότομα;|Q804|GA-804|A 804
40805|1|25|5|Για οικονομία στις κοντινές βόλτες καλό είναι να μην χρησιμοποιείς το αυτοκίνητο;|Q805|GA-805|A 805
40806|1|26|5|Όταν οδηγείς πρέπει πάντα να έχεις μαζί σου το δίπλωμα;|Q806|GA-806|A 806
40807|1|27|5|Όταν οδηγείς είναι υποχρεωτικό να έχεις μαζί σου την ασφάλεια;|Q807|GA-807|A 807
40808|1|28|5|Κάθε χρόνο πρέπει να πληρώνεις τα τέλη κυκλοφορίας;|Q808|GA-808|A 808
40809|1|29|5|Αν κάνεις συνεχώς παραβάσεις θα παίρνεις πόντους και κάποια στιγμή θα χάσεις το δίπλωμά σου;|Q809|GA-809|A 809
40810|1|30|5|Κάνοντας παραβάσεις θα μαζέψεις πολλούς πόντους, θα σου πάρουν το δίπλωμα και θα χρειαστεί να ξαναδώσεις εξετάσεις;|Q810|GA-810|A 810
40811|1|25|5|Όταν βάψεις με άλλο χρώμα το αυτοκίνητο πρέπει να το δηλώσεις στο Υπουργείο;|Q811|GA-811|A 811
40812|1|26|5|Όταν βάζεις μια σχάρα στον ουρανό πρέπει να το δηλώσεις στο Υπουργείο;|Q812|GA-812|A 812
40813|1|27|5|Το σηματάκι στην πινακίδα κυκλοφορίας σημαίνει ότι το αυτοκίνητο έχει περάσει από έλεγχο ΚΤΕΟ;|Q813|GA-813|A 813
40814|1|28|5|Το σηματάκι στην πινακίδα κυκλοφορίας σημαίνει ότι το αυτοκίνητο μετά από 1 χρόνο πρέπει να περάσει ξανά από έλεγχο;|Q814|GA-814|A 814
40815|1|29|5|Δεν μπορείς να μπαίνεις στο δακτύλιο κάθε μέρα με το ίδιο αυτοκίνητο;|Q815|GA-815|A 815
41001|2|1|5|Ποιο όχημα είναι μοτοσικλέτα;|0|GMQ-1|Μ1
41002|2|1|5|Ποιο όχημα είναι μοτοποδήλατο;|0|GMQ-2|Μ2
41003|2|1|5|Το όχημα της εικόνας είναι μοτοσικλέτα;|MQ03|GMQ-3|Μ3
41004|2|1|5|Το όχημα της εικόνας είναι μοτοποδήλατο;|MQ04|GMQ-4|Μ4
41005|2|1|5|Το όχημα της εικόνας είναι μοτοσικλέτα;|MQ05|GMQ-5|Μ5
41006|2|1|5|Το όχημα της εικόνας είναι μοτοποδήλατο;|MQ06|GMQ-6|Μ6
41007|2|1|5|Για να οδηγείς μοτοποδήλατο πρέπει να δώσεις εξετάσεις στην Αστυνομία;|MQ07|GMQ-7|Μ7
41008|2|1|5|Για να οδηγείς μοτοσικλέτα πρέπει να δώσεις εξετάσεις στην Υπηρεσία Μεταφορών της Νομαρχίας;|MQ08|GMQ-8|Μ8
41009|2|1|5|Για να οδηγείς μοτοσικλέτα πρέπει να έχεις δίπλωμα κατηγορίας Α;|MQ09|GMQ-9|Μ9
41010|2|1|5|Για να οδηγείς με δίπλωμα την πιο μικρή μοτοσικλέτα πρέπει να είσαι 18 χρονών;|MQ10|GMQ-10|Μ10
41011|2|1|5|Μπορείς να πάρεις κατευθείαν δίπλωμα μεγάλης μοτοσικλέτας όταν είσαι 21 χρονών;|MQ11|GMQ-11|Μ11
41012|2|1|5|Με το δίπλωμα μοτοσικλέτας μπορείς να οδηγείς και μοτοποδήλατο;|MQ12|GMQ-12|Μ12
41013|2|1|5|Με το δίπλωμα για το μοτοποδήλατο μπορείς να οδηγείς και μοτοσικλέτα;|MQ13|GMQ-13|Μ13
41014|2|1|5|Με το δίπλωμα αυτοκινήτου μπορείς να οδηγείς και μοτοσικλέτα;|MQ14|GMQ-14|Μ14
41015|2|1|5|Με το δίπλωμα φορτηγού μπορείς να οδηγείς και μοτοσικλέτα;|MQ15|GMQ-15|Μ15
41016|2|2|5|Ποιος οδηγός φοράει σωστά ρούχα για την ασφάλειά του;|0|GMQ-16|Μ16
41017|2|3|5|Ο μοτοσικλετιστής φοράει τα σωστά ρούχα;|MQ17|GMQ-17|Μ17
41018|2|2|5|Ο μοτοσικλετιστής φοράει τα σωστά ρούχα;|MQ18|GMQ-18|Μ18
41019|2|3|5|Ο μοτοσικλετιστής φοράει τα σωστά ρούχα;|MQ19|GMQ-19|Μ19
41020|2|2|5|Ο μοτοσικλετιστής φοράει τα σωστά ρούχα;|MQ20|GMQ-20|Μ20
41021|2|3|5|Ο μοτοσικλετιστής φοράει τα σωστά παπούτσια;|MQ21|GMQ-21|Μ21
41022|2|2|5|Ποια παπούτσια είναι σωστά για οδήγηση μοτοσικλέτας;|0|GMQ-22|Μ22
41023|2|3|5|Μπορείς να χρησιμοποιείς σαγιονάρες για να οδηγείς μοτοσικλέτα με ασφάλεια;|MQ23|GMQ-23|Μ23
41024|2|2|5|Μπορείς να οδηγείς μοτοσικλέτα ξυπόλυτος ή με σαγιονάρες;|MQ24|GMQ-24|Μ24
41025|2|3|5|Οδηγείς σωστά όταν τα κορδόνια των παπουτσιών σου είναι άδετα;|MQ25|GMQ-25|Μ25
41026|2|2|5|Φοράει τα σωστά παπούτσια ο οδηγός της μοτοσικλέτας;|MQ26|GMQ-26|Μ26
41027|2|3|5|Ποιος οδηγός είναι πιο ασφαλής;|0|GMQ-27|Μ27
41028|2|2|5|Επιτρέπεται να οδηγείς μοτοσικλέτα χωρίς κράνος;|MQ28|GMQ-28|Μ28
41029|2|3|5|Το κράνος της εικόνας είναι ανοικτού τύπου;|MQ29|GMQ-29|Μ29
41030|2|2|5|Το κράνος της εικόνας είναι κλειστού τύπου;|MQ30|GMQ-30|Μ30
41031|2|3|5|Το κράνος της εικόνας είναι ανοικτού τύπου;|MQ31|GMQ-31|Μ31
41032|2|2|5|Ποιο κράνος είναι ανοικτού τύπου;|0|GMQ-32|Μ32
41033|2|3|5|Ποιο κράνος είναι κλειστού τύπου;|0|GMQ-33|Μ33
41034|2|2|5|Όταν οδηγείς μοτοσικλέτα πρέπει να έχεις κατεβασμένη τη ζελατίνα;|MQ34|GMQ-34|Μ34
41035|2|3|5|Όταν οδηγείς μοτοσικλέτα με ανεβασμένη τη ζελατίνα κινδυνεύεις;|MQ35|GMQ-35|Μ35
41036|2|2|5|Σε ποια εικόνα κινδυνεύεις από σφήγκες, μέλισσες, σκόνη, πετραδάκια κ.λπ.;|0|GMQ-36|Μ36
41037|2|3|5|Όταν το κράνος δεν έχει ζελατίνα πρέπει να φοράς ειδικά γυαλιά;|MQ37|GMQ-37|Μ37
41038|2|2|5|Σε ποια εικόνα ο οδηγός φοράει τα σωστά γυαλιά για να οδηγεί μοτοσικλέτα;|0|GMQ-38|Μ38
41039|2|3|5|Ο οδηγός της φωτογραφίας έχει φορέσει σωστά το κράνος;|MQ39|GMQ-39|Μ39
41040|2|2|5|Το λουράκι στο κράνος πρέπει να είναι πάντα δεμένο;|MQ40|GMQ-40|Μ40
41041|2|3|5|Όταν το λουράκι είναι άδετο το κράνος θα φύγει από το κεφάλι του οδηγού αν αυτός πέσει;|MQ41|GMQ-41|Μ41
41042|2|2|5|Το λουράκι του κράνους πρέπει να είναι καλά δεμένο;|MQ42|GMQ-42|Μ42
41043|2|3|5|Το κράνος μπορεί να χρησιμοποιηθεί ξανά μετά από ένα σοβαρό ατύχημα;|MQ43|GMQ-43|Μ43
41044|2|2|5|Το κράνος που φοράει ο οδηγός μοτοσικλέτας τον σώζει από βέβαιο θάνατο, γιατί προστατεύει το κεφάλι του σε περίπτωση ατυχήματος;|MQ44|GMQ-44|Μ44
41045|2|3|5|Το κράνος πρέπει να το φοράει και ο συνεπιβάτης της μοτοσικλέτας;|MQ45|GMQ-45|Μ45
41046|2|2|5|Σε ποια εικόνα ο οδηγός μεταφέρει σωστά το συνεπιβάτη του;|0|GMQ-46|Μ46
41047|2|3|5|Αν ο οδηγός πρέπει να μεταφέρει ένα συνεπιβάτη πρέπει να του δώσει το κράνος που φοράει ο ίδιος;|MQ47|GMQ-47|Μ47
41048|2|2|5|Αν ο οδηγός θέλει να μεταφέρει το παιδί του με τη μοτοσικλέτα, θα του φορέσει κράνος;|MQ48|GMQ-48|Μ48
41049|2|3|5|Το παιδί που μεταφέρει ο οδηγός με τη μοτοσικλέτα πρέπει να είναι μεγαλύτερο από 5 χρόνων;|MQ49|GMQ-49|Μ49
41050|2|2|5|Επιτρέπεται ο οδηγός να μεταφέρει ένα παιδί 3 χρόνων με τη μοτοσικλέτα του;|MQ50|GMQ-50|Μ50
41051|2|3|5|Όλοι οι επιβάτες που ανεβαίνουν στη μηχανή πρέπει να φοράνε κράνος;|MQ51|GMQ-51|Μ51
41052|2|2|5|Ο οδηγός μοτοσικλέτας επιτρέπεται να μεταφέρει παιδί με αυτόν τον τρόπο;|MQ52|GMQ-52|Μ52
41053|2|3|5|Ο οδηγός μοτοσικλέτας επιτρέπεται να μεταφέρει παιδί με αυτόν τον τρόπο;|MQ53|GMQ-53|Μ53
41054|2|2|5|Ο οδηγός μοτοσικλέτας μεταφέρει σωστά το παιδί;|MQ54|GMQ-54|Μ54
41055|2|3|5|Ο οδηγός της εικόνας μεταφέρει σωστά τα δέματα;|MQ55|GMQ-55|Μ55
41056|2|2|5|Σε ποια εικόνα ο οδηγός μεταφέρει σωστά τα ψώνια;|0|GMQ-56|Μ56
41057|2|4|5|Όταν ανάβει το πράσινο λαμπάκι στο καντράν σημαίνει ότι δεν έχεις ταχύτητα στο κιβώτιο ταχυτήτων;|MQ57|GMQ-57|Μ57
41058|2|5|5|Όταν ανάβει το γαλάζιο λαμπάκι στο καντράν σημαίνει ότι έχεις ανάψει τα μεγάλα φώτα;|MQ58|GMQ-58|Μ58
41059|2|6|5|Ο συμπλέκτης και οι ταχύτητες βρίσκονται στην αριστερή πλευρά της μοτοσικλέτας;|MQ59|GMQ-59|Μ59
41060|2|7|5|Τα φρένα βρίσκονται στη δεξιά πλευρά της μοτοσικλέτας;|MQ60|GMQ-60|Μ60
41061|2|4|5|Για να ξεκινήσεις τη μοτοσικλέτα βάζεις την πέμπτη ταχύτητα γιατί είναι η πιο μεγάλη;|MQ61|GMQ-61|Μ61
41062|2|5|5|Ποια φωτογραφία δείχνει το δείκτη θερμοκρασίας;|0|GMQ-62|Μ62
41063|2|6|5|Ποιο είναι το στροφόμετρο;|0|GMQ-63|Μ63
41064|2|7|5|Τα μεσαία φώτα είναι υποχρεωτικό να τα ανάβεις συνέχεια, και την ημέρα, για να φαίνεσαι;|MQ64|GMQ-64|Μ64
41065|2|4|5|Το καλοκαίρι που έχει πολύ ήλιο δεν χρειάζεται να ανάβεις τα μεσαία φώτα;|MQ65|GMQ-65|Μ65
41066|2|5|5|Ο οδηγός επιτρέπεται να οδηγήσει αυτήν τη μοτοσικλέτα χωρίς καθρέπτες;|MQ66|GMQ-66|Μ66
41067|2|6|5|Ο διακόπτης αυτός χρησιμοποιείται για να σβήσεις τον κινητήρα αν πέσεις;|MQ67|GMQ-67|Μ67
41068|2|7|5|Σε ποια εικόνα ο οδηγός σβήνει σωστά τον κινητήρα;|0|GMQ-68|Μ68
41069|2|4|5|Το υγρό των φρένων μπορεί να το ελέγξεις από το γυαλάκι (τζάμι) του δοχείου;|MQ69|GMQ-69|Μ69
41070|2|5|5|Αν κατά τη λειτουργία του κινητήρα στο ρελαντί δεν σβήνει το λαμπάκι του λαδιού υπάρχει πρόβλημα με τα λάδια;|MQ70|GMQ-70|Μ70
41071|2|6|5|Ποιο στήριγμα θα προτιμήσεις για να στερεώσεις τη μοτοσικλέτα όταν μένει ακίνητη για πολύ καιρό;|0|GMQ-71|Μ71
41072|2|7|5|Σε ποια εικόνα είναι στερεωμένη σωστά η μοτοσικλέτα στην κατηφόρα;|0|GMQ-72|Μ72
41073|2|4|5|Σε ποια εικόνα είναι σωστά στερεωμένη η μοτοσικλέτα;|0|GMQ-73|Μ73
41074|2|5|5|Ο οδηγός ξεκινά σωστά τη μοτοσικλέτα;|MQ74|GMQ-74|Μ74
41075|2|6|5|Ο οδηγός έχει στερεώσει σωστά τη μοτοσικλέτα;|MQ75|GMQ-75|Μ75
41076|2|7|5|Οδηγείς σωστά πιάνοντας το τιμόνι με το ένα χέρι;|MQ76|GMQ-76|Μ76
41077|2|4|5|Οδηγείς σωστά πιάνοντας το τιμόνι με τα δύο χέρια;|MQ77|GMQ-77|Μ77
41078|2|5|5|Οδηγείς σωστά με τα πόδια κρεμασμένα;|MQ78|GMQ-78|Μ78
41079|2|6|5|Οδηγείς σωστά καθισμένος πλάγια στη σέλα της μηχανής;|MQ79|GMQ-79|Μ79
41080|2|7|5|Οδηγείς με ασφάλεια;|MQ80|GMQ-80|Μ80
41081|2|4|5|Οδηγείς με ασφάλεια;|MQ81|GMQ-81|Μ81
41082|2|5|5|Είναι σωστός ο τρόπος που κάθεται ο επιβάτης;|MQ82|GMQ-82|Μ82
41083|2|6|5|Βλέπεις τα πάντα πίσω με τους καθρέπτες;|MQ83|GMQ-83|Μ83
41084|2|7|5|Φρενάρεις πάντα με το πίσω φρένο όπως και στο ποδήλατο;|MQ84|GMQ-84|Μ84
41085|2|4|5|Πρέπει να γυρίζεις το κεφάλι σου πάνω από τον ώμο σου, προκειμένου να ελέγξεις πίσω σου τι γίνεται;|MQ85|GMQ-85|Μ85
41086|2|5|5|Όταν ξεκινάς ή στρίβεις ή αλλάζεις λωρίδα στο δρόμο πρέπει πάντα να γυρίζεις το κεφάλι σου πάνω από τον ώμο σου για να ελέγχεις;|MQ86|GMQ-86|Μ86
41087|2|6|5|Όταν οδηγείς τη μηχανή σου και έχει χαλάσει το φλας χρησιμοποιείς το χέρι σου για να δείξεις ότι θες να στρίψεις;|MQ87|GMQ-87|Μ87
41088|2|7|5|Ποιος οδηγός ελέγχει σωστά;|0|GMQ-88|Μ88
41089|2|4|5|Ποιος οδηγός ελέγχει σωστά (όταν έχουν χαλάσει τα φλας);|0|GMQ-89|Μ89
41090|2|5|5|Για να φρενάρεις σωστά σε στεγνό δρόμο, πρώτα πρέπει να πιέσεις το μπροστινό φρένο και αμέσως μετά το πίσω;|MQ90|GMQ-90|Μ90
41091|2|6|5|Για να φρενάρεις σωστά, σε βρεγμένο δρόμο, πρέπει να πατήσεις ταυτόχρονα και το μπροστινό και το πίσω φρένο;|MQ91|GMQ-91|Μ91
41092|2|7|5|Φρενάρεις πριν μπεις στη στροφή;|MQ92|GMQ-92|Μ92
41093|2|4|5|Είναι σωστό να φρενάρεις ενώ στρίβεις;|MQ93|GMQ-93|Μ93
41094|2|5|5|Είναι επικίνδυνο να φρενάρεις όταν στο δρόμο υπάρχουν χαλίκια ή λάδι;|MQ94|GMQ-94|Μ94
41095|2|6|5|Όταν κατά το φρενάρισμα γλιστρήσει η ρόδα, τότε πρέπει να αφήσεις το φρένο;|MQ95|GMQ-95|Μ95
41096|2|7|5|Πού μπορείς να φρενάρεις με μεγαλύτερη ασφάλεια;|0|GMQ-96|Μ96
41097|2|4|5|Πού μπορείς να φρενάρεις με μεγαλύτερη ασφάλεια;|0|GMQ-97|Μ97
41098|2|5|5|Πού μπορείς να φρενάρεις με μεγαλύτερη ασφάλεια;|0|GMQ-98|Μ98
41099|2|6|5|Πού μπορείς να φρενάρεις με μεγαλύτερη ασφάλεια;|0|GMQ-99|Μ99
41100|2|7|5|Πού μπορείς να φρενάρεις με μεγαλύτερη ασφάλεια;|0|GMQ-100|Μ100
41101|2|4|5|Ποιος οδηγός φρενάρει με μεγαλύτερη ασφάλεια;|0|GMQ-101|Μ101
41102|2|5|5|Ποιος οδηγός αντιδρά σωστά στο γλίστρημα των τροχών κατά το φρενάρισμα;|0|GMQ-102|Μ102
41103|2|6|5|Όταν γλιστράει η πίσω ρόδα εξ αιτίας πολύ γκαζιού πρέπει να γυρίσεις το τιμόνι προς την πλευρά που γλιστράει η ρόδα;|MQ103|GMQ-103|Μ103
41104|2|7|5|Ο δρόμος και τα λάστιχα της μοτοσικλέτας παίζουν σημαντικό ρόλο στο πώς θα σταματήσει η μοτοσικλέτα αν πατήσεις φρένο;|MQ104|GMQ-104|Μ104
41105|2|4|5|Παίζει ρόλο η βροχή στο πόσο γρήγορα θα σταματήσεις όταν πατήσεις φρένο;|MQ105|GMQ-105|Μ105
41106|2|5|5|Όταν οδηγείς πρέπει να κρατάς πάντα απόσταση ασφαλείας από το μπροστινό όχημα;|MQ106|GMQ-106|Μ106
41107|2|6|5|Όταν οδηγείς στην πόλη πρέπει να κρατάς μεγαλύτερη απόσταση ασφαλείας από ό,τι σε αυτοκινητόδρομο;|MQ107|GMQ-107|Μ107
41108|2|7|5|Όταν στρίβεις, αλλάζεις ταχύτητα μέσα στη στροφή;|MQ108|GMQ-108|Μ108
41109|2|4|5|Όταν στρίβεις, πατάς φρένο μέσα στη στροφή;|MQ109|GMQ-109|Μ109
41110|2|5|5|Αν χρειαστεί μέσα στη στροφή να πατήσεις απότομα φρένο, θα φέρεις τη μοτοσικλέτα στην όρθια θέση, θα πατήσεις και τα δύο φρένα δυνατά και αφήνοντάς τα θα δώσεις πάλι κλίση στη μοτοσικλέτα;|MQ110|GMQ-110|Μ110
41111|2|6|5|Ποιος οδηγός μπαίνει σωστά σε δεξιά στροφή, κρατώντας το κεφάλι του στη σωστή θέση;|0|GMQ-111|Μ111
41112|2|7|5|Ποιος οδηγός έχει παρκάρει σωστά τη μοτοσικλέτα του;|0|GMQ-112|Μ112
41113|2|4|5|Ποιος οδηγός έχει παρκάρει σωστά τη μοτοσικλέτα του;|0|GMQ-113|Μ113
41114|2|5|5|Ποιος οδηγός έχει παρκάρει σωστά τη μοτοσικλέτα του;|0|GMQ-114|Μ114
41115|2|6|5|Ποιος οδηγός έχει παρκάρει σωστά τη μοτοσικλέτα του;|0|GMQ-115|Μ115
41116|2|7|5|Επιτρέπεται να φοράς ακουστικά όταν οδηγείς;|MQ116|GMQ-116|Μ116
41117|2|4|5|Επιτρέπεται να φοράς ακουστικό για κινητό όταν οδηγείς;|MQ117|GMQ-117|Μ117
41118|2|5|5|Επιτρέπεται να μιλάς στο κινητό τηλέφωνο όταν οδηγείς;|MQ118|GMQ-118|Μ118
41119|2|6|5|Επιτρέπεται ο ποδηλάτης να στηρίζεται στον οδηγό της μοτοσικλέτας;|MQ119|GMQ-119|Μ119
41120|2|7|5|Πότε πρέπει να σταματήσεις βλέποντας τον τροχονόμο;|0|GMQ-120|Μ120
41121|2|4|5|Πότε πρέπει να σταματήσεις βλέποντας τον τροχονόμο;|0|GMQ-121|Μ121
41122|2|5|5|Ποια πινακίδα σου δείχνει ότι στην επόμενη διασταύρωση έχεις προτεραιότητα;|0|GMQ-122|Μ122
41123|2|6|5|Ποια πινακίδα δείχνει ότι στην επόμενη διασταύρωση έχει προτεραιότητα αυτός που έρχεται από δεξιά;|0|GMQ-123|Μ123
41124|2|7|5|Ποια πινακίδα σου δείχνει ότι έχεις προτεραιότητα;|0|GMQ-124|Μ124
41125|2|4|5|Όταν μπαίνεις σε πλατεία χωρίς SΤΟΡ έχεις προτεραιότητα;|MQ125|GMQ-125|Μ125
41126|2|5|5|Σε ποια περίπτωση έχεις προτεραιότητα;|0|GMQ-126|Μ126
41127|2|6|5|Όταν κινείσαι μέσα στην πλατεία έχεις προτεραιότητα;|MQ127|GMQ-127|Μ127
41128|2|7|5|Σε ποια πινακίδα είσαι υποχρεωμένος να ακινητοποιήσεις τη μοτοσικλέτα;|0|GMQ-128|Μ128
41129|2|4|5|Σε αυτήν την περίπτωση περνάς;|MQ129|GMQ-129|Μ129
41130|2|5|5|Στην περίπτωση που το κίτρινο φανάρι αναβοσβήνει έχεις προτεραιότητα;|MQ130|GMQ-130|Μ130
41131|2|6|5|Στην περίπτωση που το φανάρι δεν λειτουργεί περνάς;|MQ131|GMQ-131|Μ131
41132|2|8|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει πρώτη;|MQ132|GMQ-132|Μ132
41133|2|9|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει πρώτη;|MQ133|GMQ-133|Μ133
41134|2|8|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει τελευταία;|MQ134|GMQ-134|Μ134
41135|2|9|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει τελευταία;|MQ135|GMQ-135|Μ135
41136|2|8|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει τελευταία;|MQ136|GMQ-136|Μ136
41137|2|9|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει πρώτη;|MQ137|GMQ-137|Μ137
41138|2|8|5|Στην περίπτωση αυτή η μοτοσικλέτα περνάει πρώτη;|MQ138|GMQ-138|Μ138
41139|2|9|5|Στην περίπτωση αυτή η μοτοσικλέτα πρέπει να περιμένει να περάσει η πυροσβεστική;|MQ139|GMQ-139|Μ139
41140|2|8|5|Ποια πορεία της μοτοσικλέτας είναι η σωστή;|MQ140|GMQ-140|Μ140
41141|2|9|5|Ποιος μοτοσικλετιστής οδηγεί σωστά;|0|GMQ-141|Μ141
41142|2|8|5|Ποιος μοτοσικλετιστής έχει σταματήσει σωστά;|0|GMQ-142|Μ142
41143|2|9|5|Στρίβεις σωστά;|MQ143|GMQ-143|Μ143
41144|2|8|5|Στρίβεις σωστά;|MQ144|GMQ-144|Μ144
41145|2|9|5|Ποιος στρίβει σωστά;|0|GMQ-145|Μ145
41146|2|8|5|Ποιος στρίβει σωστά σε μονόδρομο;|0|GMQ-146|Μ146
41147|2|9|5|Κοντά στη διασταύρωση είσαι δεξιά και ξαφνικά αποφασίζεις να στρίψεις αριστερά. Επιτρέπεται να το κάνεις;|MQ147|GMQ-147|Μ147
41148|2|8|5|Είσαι κοντά στα φανάρια. Έχεις πάρει τη σωστή θέση για να στρίψεις αριστερά;|MQ148|GMQ-148|Μ148
41149|2|9|5|Είσαι στη σωστή λωρίδα για να πας ευθεία;|MQ149|GMQ-149|Μ149
41150|2|8|5|Ποιος μοτοσικλετιστής προσπερνάει σωστά;|0|GMQ-150|Μ150
41151|2|9|5|Όταν βρέχει πρέπει να κρατάς μεγαλύτερη απόσταση από το μπροστινό όχημα;|MQ151|GMQ-151|Μ151
41152|2|8|5|Το χειμώνα πρέπει να βάλεις περισσότερο αέρα στα λάστιχα;|MQ152|GMQ-152|Μ152
41153|2|9|5|Για να σταματήσεις πιο γρήγορα πρέπει να μπλοκάρει η μπροστινή ρόδα;|MQ153|GMQ-153|Μ153
41154|2|8|5|Για να σταματήσεις πιο γρήγορα πρέπει να μπλοκάρει η πίσω ρόδα;|MQ154|GMQ-154|Μ154
41155|2|9|5|Μπορεί ο οδηγός να αλλάξει μόνος του τα υγρά των φρένων;|MQ155|GMQ-155|Μ155
41156|2|8|5|Μπορεί ο οδηγός να ελέγξει μόνος του τον τζόγο της αλυσίδας;|MQ156|GMQ-156|Μ156
41157|2|9|5|Μπορεί ο οδηγός να ελέγξει τα τερματικά στο τιμόνι;|MQ157|GMQ-157|Μ157
41158|2|8|5|Μπορεί ο οδηγός να ελέγχει με αυτόν τον τρόπο τα ελαστικά του για τη σωστή πίεση;|MQ158|GMQ-158|Μ158
41159|2|9|5|Μπορεί ο οδηγός να αλλάζει μόνος του τα τακάκια στα φρένα;|MQ159|GMQ-159|Μ159
41160|2|8|5|Όταν τρυπήσει η εξάτμιση πρέπει να την επιδιορθώσεις;|MQ160|GMQ-160|Μ160
